"REGIONE";"CIRCOSCRIZIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"COGNOME";"NOME";"VOTI_CANDIDATO";"LISTA";"VOTI_LISTA"
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CIRIO";"ALBERTO";154,00;"FORZA ITALIA BERLUSCONI";31,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CIRIO";"ALBERTO";154,00;"LIBERTAS UDC - PPE";2,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CHIAMPARINO";"SERGIO";23,00;"MODERATI PER CHIAMPARINO";0,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CHIAMPARINO";"SERGIO";23,00;"LIBERI UGUALI VERDI";2,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CHIAMPARINO";"SERGIO";23,00;"CHIAMPARINO PER IL PIEMONTE DEL SÌ";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CHIAMPARINO";"SERGIO";23,00;"CHIAMPARINO SÌ DEMOS";0,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CHIAMPARINO";"SERGIO";23,00;"+EUROPA SÌ TAV";0,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CHIAMPARINO";"SERGIO";23,00;"PARTITO DEMOCRATICO";19,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"CHIAMPARINO";"SERGIO";23,00;"ITALIA IN COMUNE";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALZANO SCRIVIA";294,00;158,00;224,00;121,00;11,00;"BOERO";"VALTER";2,00;"IL POPOLO DELLA FAMIGLIA";2,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ARQUATA SCRIVIA";5306,00;2586,00;3234,00;1595,00;46,00;"BERTOLA";"GIORGIO";569,00;"MOVIMENTO 5 STELLE";496,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ARQUATA SCRIVIA";5306,00;2586,00;3234,00;1595,00;46,00;"CIRIO";"ALBERTO";1538,00;"LEGA SALVINI PIEMONTE";1186,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ARQUATA SCRIVIA";5306,00;2586,00;3234,00;1595,00;46,00;"CIRIO";"ALBERTO";1538,00;"SÌ TAV SÌ LAVORO PER IL PIEMONTE";18,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ARQUATA SCRIVIA";5306,00;2586,00;3234,00;1595,00;46,00;"CIRIO";"ALBERTO";1538,00;"GIORGIA MELONI FRATELLI D'ITALIA";90,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ARQUATA SCRIVIA";5306,00;2586,00;3234,00;1595,00;46,00;"CIRIO";"ALBERTO";1538,00;"FORZA ITALIA BERLUSCONI";177,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ARQUATA SCRIVIA";5306,00;2586,00;3234,00;1595,00;46,00;"CIRIO";"ALBERTO";1538,00;"LIBERTAS UDC - PPE";16,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ARQUATA SCRIVIA";5306,00;2586,00;3234,00;1595,00;46,00;"CHIAMPARINO";"SERGIO";969,00;"MODERATI PER CHIAMPARINO";35,00
